EmployeeNumber,Surname,GivenName,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours,BusinessUnit,MonthlySalary,AnnualSalary,AnnualLeave,SickLeave,OnLeave
6315,Ross,Mark,M,Sardis,Shelf Stocker,Processed Foods,Chilliwack,Stores,35.76851629,5.267528387,23.78987275,Stores,2000,24000,14,3,0
6316,Rose,Michelle,F,Bob Quinn Lake,Cashier,Customer Service,Terrace,Stores,41.02333262,3.151944508,80.23897111,Stores,1200,14400,8,3,0
6317,Carlson,Joey,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,31.0030626,3.172452072,20.7176061,Stores,1000,12000,12,1,0
6318,Ward,Helen,F,Cluculz Lake,Shelf Stocker,Processed Foods,Prince George,Stores,61.58426185,4.561180166000001,197.6432056,Stores,2000,24000,9,2,0
6319,Berning,Dan,M,Chilako River,Shelf Stocker,Processed Foods,Prince George,Stores,36.19322811,3.090167177,11.05601722,Stores,2000,24000,6,0,0
6320,Fong,Emilio,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,49.04396809,2.568587025,75.77613324,Stores,1000,12000,1,1,0
6321,Webb,Gary,M,Horsefly,Shelf Stocker,Processed Foods,Prince George,Stores,34.90132461,3.409415277,14.034143799999999,Stores,2000,24000,12,3,0
6322,Armstrong,Warren,M,Cache Creek,Dairy Person,Dairy,Kamloops,Stores,39.06901845,3.342616131,43.85449269,Stores,1000,12000,2,1,0
6323,Kenyon,James,M,New Westminister,Produce Clerk,Produce,New Westminister,Stores,37.23492804,2.530002744,24.43940543,Stores,2000,24000,2,3,0
6324,Rader,Mark,M,Bridge Lake,Dairy Person,Dairy,Kamloops,Stores,49.22606104,7.367096018,76.3990691,Stores,1000,12000,10,1,0
6325,Madore,Carmela,F,Kamloops,Dairy Person,Dairy,Kamloops,Stores,55.25133067,6.477286982000001,124.9721375,Stores,1000,12000,8,2,0
6326,Ford,Shelly,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,28.3542679,7.790652138,0.0,Stores,1000,12000,4,2,0
6327,Johnson,Brooks,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,40.67962864,3.6358332460000002,97.33042840000002,Stores,1000,12000,4,3,0
6328,Scott,Ann,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,57.70255242,3.985141118,154.5863335,Stores,1000,12000,3,3,0
6329,Siddiqui,Brian,M,Slocan,Dairy Person,Dairy,Trail,Stores,47.018007399999995,5.185372465,54.59844664,Stores,1000,12000,11,1,0
6330,Moore,Michael,M,Prince George,Shelf Stocker,Processed Foods,Prince George,Stores,49.98354604,3.5307828110000004,97.86452282,Stores,2000,24000,1,1,0
6331,Peterson,Monica,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,38.84704312,4.926480371999999,78.22792184,Stores,1000,12000,11,3,0
6332,Walker,David,M,West Vancouver,Dairy Person,Dairy,West Vancouver,Stores,43.43786441,1.8574835969999999,35.9783949,Stores,1000,12000,13,2,0
6333,Wood,Peggy,F,Kelowna,Dairy Person,Dairy,Kelowna,Stores,41.72272581,4.529199852,52.97846121,Stores,1000,12000,0,2,0
6334,Wilson,Yvonne,F,Okanagan Falls,Produce Clerk,Produce,Bella Bella,Stores,39.71315138,3.855133565,69.30399336,Stores,2000,24000,7,3,0
6335,Burchett,Robert,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,40.83586317,5.769478277,58.47094189,Stores,1000,12000,11,2,0
6336,Campbell,Ray,M,Abbotsford,Baker,Bakery,Abbotsford,Stores,26.50452706,4.006027158999999,0.0,Stores,1500,18000,13,0,0
6337,Caldwell,Eric,M,Victoria,Baker,Bakery,Victoria,Stores,42.76631031,4.412524424,74.89638884,Stores,1500,18000,13,2,0
6338,Miller,Keith,M,Kelowna,Dairy Person,Dairy,Kelowna,Stores,63.09425954,4.116867797,169.3813484,Stores,1000,12000,12,2,0
6339,Graham,Mark,M,Port Hardy,Shelf Stocker,Processed Foods,Nanaimo,Stores,38.95901184,5.744629849,0.0,Stores,2000,24000,13,2,0
6340,Hunter,Dale,M,Campbell River,Shelf Stocker,Processed Foods,Nanaimo,Stores,46.53876619,5.715286181000001,60.96376568,Stores,2000,24000,10,2,0
6341,Gold,Ryan,M,Creston,Baker,Bakery,Cranbrook,Stores,34.24361824,5.85335077,24.08961491,Stores,1500,18000,10,1,0
6342,Wells,David,M,Agassiz,Shelf Stocker,Processed Foods,Chilliwack,Stores,35.02136166,4.695755152,30.35841931,Stores,2000,24000,3,3,0
6343,Johnson,Harold,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,54.84166553,4.456971522,171.81147880000003,Stores,1000,12000,2,1,0
6344,Russo,Donald,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,63.39048117,2.634889405,120.2283125,Stores,1000,12000,7,3,0
6345,Brandt,Craig,M,Skookumchuck,Shelf Stocker,Processed Foods,Nanaimo,Stores,33.93770574,4.18298022,0.0,Stores,2000,24000,12,3,0
6346,Obrien,Jocelyn,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,38.959891299999995,8.546448031,25.55696641,Stores,1000,12000,13,2,0
6347,Woody,Walter,M,Victoria,Baker,Bakery,Victoria,Stores,45.86560259,4.817767091,92.08516458,Stores,1500,18000,14,2,0
6348,Conover,Florence,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,54.02781281,4.61365461,123.218042,Stores,1000,12000,9,2,0
6349,Carter,David,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,37.44543624,3.527922152,17.45765681,Stores,1000,12000,7,1,0
6350,Sweetman,Max,M,Abbotsford,Baker,Bakery,Abbotsford,Stores,37.58499186,3.3823338869999997,48.33948104,Stores,1500,18000,9,0,0
6351,Madsen,Honey,F,Trail,Dairy Person,Dairy,Trail,Stores,48.51936052,6.120570887,71.55930347,Stores,1000,12000,5,0,0
6352,Simmons,Robert,M,Richmond,Dairy Person,Dairy,Richmond,Stores,53.41544829,2.754399568,136.1110291,Stores,1000,12000,11,1,0
6353,Allen,Hector,M,Grand Forks,Dairy Person,Dairy,Grand Forks,Stores,55.26630036,3.955230978,106.97481770000002,Stores,1000,12000,2,1,0
6354,Hays,Derick,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,43.33483166,2.377668733,72.51600958,Stores,1000,12000,14,0,0
6355,Gassaway,Lucille,F,Squamish,Shelf Stocker,Processed Foods,Squamish,Stores,49.18796842,6.035805635,124.3455134,Stores,2000,24000,2,0,0
6356,Howell,Carolyn,F,Richmond,Dairy Person,Dairy,Richmond,Stores,33.3084223,1.104890143,63.09037852,Stores,1000,12000,4,3,0
6357,Morris,Elizabeth,F,North Vancouver,Shelf Stocker,Processed Foods,North Vancouver,Stores,38.52855282,1.536791604,44.27487253,Stores,2000,24000,11,3,0
6358,Velasco,Jean,F,Victoria,Baker,Bakery,Victoria,Stores,47.54126646,5.095961181,39.80970374,Stores,1500,18000,10,1,0
6359,Adorno,Robert,M,Duncan,Shelf Stocker,Processed Foods,Quesnel,Stores,30.61769644,5.439549939,16.81946984,Stores,2000,24000,3,2,0
6360,Detrick,Nannie,F,Qualicum Beach,Shelf Stocker,Processed Foods,Nanaimo,Stores,77.93800302,3.0568484610000004,257.92495759999997,Stores,2000,24000,5,2,0
6361,Carpio,Joyce,F,Ganges,Baker,Bakery,Victoria,Stores,31.84387655,4.712987023999999,21.95826382,Stores,1500,18000,6,0,0
6362,Herrera,Anthony,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,22.47465931,7.470752398999999,0.0,Stores,1000,12000,13,2,0
6363,Gonzalez,Paul,M,Fulford Harbour,Baker,Bakery,Victoria,Stores,45.04394105,5.639033737999999,41.37291617,Stores,1500,18000,1,2,0
6364,Buenrostro,Lena,F,Fort St James,Cashier,Customer Service,Prince George,Stores,37.65651366,5.548923051,51.27861644,Stores,1200,14400,12,0,0
6365,Slater,Brad,M,Dawson Creek,Cashier,Customer Service,Dawson Creek,Stores,45.02397839,3.157981421,23.14316909,Stores,1200,14400,7,0,0
6366,Hannah,Honey,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,33.32889531,2.639531097,0.0,Stores,1000,12000,9,3,0
6367,Hansen,Stephen,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,43.89264331,4.187410093,54.01273422,Stores,1000,12000,4,2,0
6368,Wynter,Kelly,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,41.04255181,5.000141163,67.01724222,Stores,1000,12000,12,1,0
6369,Perkins,Mark,M,Surrey,Dairy Person,Dairy,Surrey,Stores,30.25534163,3.527767496,21.84523014,Stores,1000,12000,10,0,0
6370,Carrigan,Karin,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,48.88402737,1.086557577,92.33675004,Stores,1000,12000,4,3,0
6371,Scott,Raymond,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,31.88828368,8.225786867,0.0,Stores,1000,12000,0,1,0
6372,Robinson,Wallace,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,41.02861513,3.880802195,42.03430923,Stores,1000,12000,5,1,0
6373,Prosser,William,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,33.09283499,6.926644791,0.226439423,Stores,1000,12000,5,0,0
6374,Rush,Emily,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,43.37914547,5.186602238,75.78168894,Stores,1000,12000,1,0,0
6375,Cole,James,M,Balfour,Baker,Bakery,Nelson,Stores,50.99268103,1.9671785430000002,70.92629791,Stores,1500,18000,14,2,0
6376,Coronel,Joel,M,Gibsons,Dairy Person,Dairy,West Vancouver,Stores,37.03219718,5.150507116,0.0,Stores,1000,12000,8,2,0
6377,Crowe,Anthony,M,West Vancouver,Dairy Person,Dairy,West Vancouver,Stores,52.20949296,4.499087938,66.20028888,Stores,1000,12000,6,1,0
6378,Michalski,Mildred,F,Chetwynd,Cashier,Customer Service,Prince George,Stores,40.39515684,2.399050042,81.00621163,Stores,1200,14400,6,0,0
6379,Bradley,Tracy,F,Cranbrook,Baker,Bakery,Cranbrook,Stores,43.26582291,4.086790952,80.00764438,Stores,1500,18000,2,0,0
6380,Jones,William,M,Fairmont Hot Springs,Baker,Bakery,Cranbrook,Stores,35.88326244,4.8082544039999995,11.57311785,Stores,1500,18000,9,1,0
6381,Huang,Lorraine,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,34.53843468,5.148760546,51.90245061,Stores,1000,12000,2,3,0
6382,Smith,Vanessa,F,Port Hardy,Shelf Stocker,Processed Foods,Nanaimo,Stores,29.09255898,5.857219296,0.0,Stores,2000,24000,3,0,0
6383,Baughman,Chester,M,Richmond,Dairy Person,Dairy,Richmond,Stores,25.98603314,5.998214852,0.0,Stores,1000,12000,0,0,0
6384,Clear,Beverly,F,Port Coquitlam,Cashier,Customer Service,Port Coquitlam,Stores,47.32577667,5.494503116000001,117.447093,Stores,1200,14400,1,2,0
6385,Safford,Dawn,F,Nanaimo,Shelf Stocker,Processed Foods,Nanaimo,Stores,48.48841144,2.901913913,80.9019287,Stores,2000,24000,9,0,0
6386,Vesely,Frank,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,52.23561065,3.9629387460000003,80.0629112,Stores,1000,12000,6,2,0
6387,Hammond,Christina,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,17.13476454,6.956961098,0.0,Stores,1000,12000,11,0,0
6388,Blair,Susan,F,Sooke,Baker,Bakery,Victoria,Stores,49.43906425,5.414316266,66.75664169,Stores,1500,18000,1,3,0
6389,Sevin,Anthony,M,Likely,Cashier,Customer Service,Quesnel,Stores,49.76119749,5.981701752999999,106.65246859999999,Stores,1200,14400,11,3,0
6390,Stephens,Aaron,M,Surrey,Dairy Person,Dairy,Surrey,Stores,24.18466978,5.169787115,7.796503394,Stores,1000,12000,12,3,0
6391,Jordan,Veronica,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,49.53964028,4.027911694,135.48708019999998,Stores,1000,12000,0,1,0
6392,Wells,Martha,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,52.875374,4.932225729,141.7364664,Stores,1000,12000,14,0,0
6393,Harris,Kristie,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,41.90689243,3.128474161,52.06645325,Stores,1000,12000,10,1,0
6394,Govan,Willie,M,Atlin,Cashier,Customer Service,Terrace,Stores,34.39404497,5.8023389729999995,25.80723267,Stores,1200,14400,9,1,0
6395,Mount,Lindsey,F,Victoria,Baker,Bakery,Victoria,Stores,33.70976684,7.352854635,0.0,Stores,1500,18000,12,2,0
6396,Lessard,Cassandra,F,Duncan,Cashier,Customer Service,Quesnel,Stores,49.78691971,6.143680952,111.4156229,Stores,1200,14400,6,2,0
6397,Rogalski,Nancy,F,Bob Quinn Lake,Cashier,Customer Service,Terrace,Stores,40.62463373,4.55566041,21.61709303,Stores,1200,14400,0,0,0
6398,Henson,Rebecca,F,Radium Hot Springs,Baker,Bakery,Cranbrook,Stores,38.89891408,3.336656891,81.07251473,Stores,1500,18000,2,0,0
6399,Edwards,Darrell,M,Campbell River,Shelf Stocker,Processed Foods,Nanaimo,Stores,48.90448905,4.027494153,101.12808869999999,Stores,2000,24000,14,2,0
6400,Armstrong,Donna,F,Victoria,Baker,Bakery,Victoria,Stores,38.77843574,5.265628557,25.44052604,Stores,1500,18000,0,0,0
6401,Chitwood,Linda,F,Richmond,Dairy Person,Dairy,Richmond,Stores,30.31975718,6.621162459,10.46346356,Stores,1000,12000,11,2,0
6402,Hudson,Catherine,F,Vernon,Cashier,Customer Service,Vernon,Stores,35.15048707,3.5628525310000003,0.0,Stores,1200,14400,2,1,0
6403,Ford,Jane,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,35.27931818,5.999501256,11.0086847,Stores,2000,24000,3,1,0
6404,Corder,Mary,F,Richmond,Dairy Person,Dairy,Richmond,Stores,38.09292802,6.750707514,43.43732611,Stores,1000,12000,12,3,0
6405,Neal,Rex,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,57.49970945,2.760325848,105.4005705,Stores,2000,24000,11,0,0
6406,Williams,Alda,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,55.49251186,2.532215316,109.3442652,Stores,2000,24000,0,0,0
6407,Choi,William,M,Campbell River,Shelf Stocker,Processed Foods,Nanaimo,Stores,48.75938651,3.648989012,63.28532547,Stores,2000,24000,6,0,0
6408,Hamm,Dona,F,Penticton,Dairy Person,Dairy,Kelowna,Stores,29.46319484,3.2409637730000003,29.73127031,Stores,1000,12000,3,3,0
6409,Parker,Marcus,M,Victoria,Baker,Bakery,Victoria,Stores,44.05370985,4.241563204,50.26445997,Stores,1500,18000,7,2,0
6410,Todd,Michele,F,Nelson,Dairy Person,Dairy,Nelson,Stores,16.92093664,4.079128068,0.0,Stores,1000,12000,9,2,0
6411,Alexander,Roberta,F,Chilliwack,Shelf Stocker,Processed Foods,Chilliwack,Stores,25.23251886,5.672137987999999,0.0,Stores,2000,24000,3,3,0
6412,Burns,Michael,M,Richmond,Dairy Person,Dairy,Richmond,Stores,43.62123604,3.2231312219999997,53.83521325,Stores,1000,12000,9,2,0
6413,Sabb,Floyd,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,29.28818893,8.731942227000001,0.0,Stores,1000,12000,0,1,0
6414,Keeney,Mia,F,Williams Lake,Dairy Person,Dairy,Williams Lake,Stores,36.44834375,6.723935321,2.599744454,Stores,1000,12000,13,0,0
6415,Best,Frederick,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,57.237343700000004,5.490539182000001,93.107086,Stores,2000,24000,5,3,0
6416,Leader,Michel,M,Richmond,Dairy Person,Dairy,Richmond,Stores,42.269945,5.194382085,65.99666832,Stores,1000,12000,5,1,0
6417,Amaya,Arturo,M,Topley,Cashier,Customer Service,Prince George,Stores,45.12358355,2.59402541,41.91581303,Stores,1200,14400,5,3,0
6418,Knox,Dwight,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,47.40295797,5.417278753,28.77125683,Stores,1000,12000,0,1,0
6419,Jenkins,Jason,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,68.17326435,5.0130542810000005,105.71569790000001,Stores,2000,24000,3,3,0
6420,Borders,Courtney,M,Lakeview Heights,Dairy Person,Dairy,Kelowna,Stores,46.71998681,4.384268475,103.19888940000001,Stores,1000,12000,13,0,0
6421,Reveles,Gary,M,Victoria,Baker,Bakery,Victoria,Stores,20.4191495,9.630750543,0.0,Stores,1500,18000,8,3,0
6422,Hyde,Dorothy,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,45.23181684,6.193000485,132.6015074,Stores,2000,24000,13,0,0
6423,Card,Patrick,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,41.12651982,5.971607489,37.63900336,Stores,2000,24000,5,2,0
6424,Coleman,Dolores,F,Victoria,Baker,Bakery,Victoria,Stores,28.82186505,6.282650822000001,14.37957402,Stores,1500,18000,6,2,0
6425,Fair,Tina,F,Victoria,Baker,Bakery,Victoria,Stores,47.87356954,2.305428313,131.5720189,Stores,1500,18000,11,1,0
6426,Crum,Leann,F,Williams Lake,Shelf Stocker,Processed Foods,Williams Lake,Stores,25.5227547,6.506830637999999,0.0,Stores,2000,24000,10,0,0
6427,Waring,John,M,Victoria,Baker,Bakery,Victoria,Stores,32.31033281,5.478715938,38.59915719,Stores,1500,18000,0,3,0
6428,Benedetto,Stephen,M,Campbell River,Shelf Stocker,Processed Foods,Nanaimo,Stores,40.44265874,2.57998462,29.68240335,Stores,2000,24000,9,0,0
6429,Fernandez,Peggy,F,Parksville,Shelf Stocker,Processed Foods,Nanaimo,Stores,42.02034075,4.778837846,49.8802564,Stores,2000,24000,9,2,0
6430,Gilbert,Elvira,F,Vernon,Cashier,Customer Service,Vernon,Stores,46.16577893,3.6134058660000004,106.3860705,Stores,1200,14400,5,0,0
6431,Bechtold,Laverne,F,Nelson,Dairy Person,Dairy,Nelson,Stores,52.21549509,3.008976461,186.9751967,Stores,1000,12000,9,3,0
6432,Barlow,Steven,M,Pritchard,Dairy Person,Dairy,Kelowna,Stores,37.39448896,7.023026488999999,7.254627584,Stores,1000,12000,10,3,0
6433,Byrom,Les,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,45.72196963,4.00814357,37.5611322,Stores,2000,24000,3,0,0
6434,Franz,Daniel,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,52.14836602,5.162816108,129.3643477,Stores,2000,24000,5,1,0
6435,McGuinness,Corey,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,43.44075936,5.736097772000001,61.53216338,Stores,2000,24000,5,1,0
6436,Nottingham,Josette,F,Kamloops,Dairy Person,Dairy,Kamloops,Stores,26.14872191,6.616867973,0.0,Stores,1000,12000,6,1,0
6437,Anderson,Ruth,F,Victoria,Baker,Bakery,Victoria,Stores,39.25492554,4.870181318,75.19649294,Stores,1500,18000,1,0,0
6438,Nobles,Reyes,M,Victoria,Baker,Bakery,Victoria,Stores,53.985823399999994,4.706259762,88.81383183,Stores,1500,18000,1,0,0
6439,Green,Martha,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,45.13144959,6.005848842000001,79.51324620000001,Stores,2000,24000,13,0,0
6440,Hughes,Darren,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,55.73531055,3.3535623269999997,134.327218,Stores,1000,12000,4,2,0
6441,Skelton,Kristin,F,Fort Nelson,Dairy Person,Dairy,Fort Nelson,Stores,37.96193239,4.229775343,62.00352863,Stores,1000,12000,7,0,0
6442,Jiminez,Marion,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,38.01194638,4.025991351,61.55764368,Stores,2000,24000,5,2,0
6443,Thompson,Glenda,F,Victoria,Baker,Bakery,Victoria,Stores,38.52969404,5.785241291,8.386158247000001,Stores,1500,18000,8,3,0
6444,Carpenter,Vanessa,F,Clinton,Dairy Person,Dairy,Kamloops,Stores,37.41729645,8.877576606,61.82568628,Stores,1000,12000,10,0,0
6445,Murray,Kevin,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,48.79607655,6.2936358089999995,80.22990697,Stores,1000,12000,4,3,0
6446,Edwards,Joseph,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,36.89361963,7.505506544,66.71482062,Stores,2000,24000,7,0,0
6447,Tillery,Lance,M,Prince George,Cashier,Customer Service,Prince George,Stores,65.31070255,6.267531837999999,183.96529819999998,Stores,1200,14400,3,0,0
6448,Newquist,Leslie,M,Abbotsford,Baker,Bakery,Abbotsford,Stores,51.07451808,2.856885521,134.8629507,Stores,1500,18000,10,0,0
6449,Foley,Jonathan,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,47.21599694,6.777722721,119.08691110000001,Stores,1000,12000,12,0,0
6450,White,Tim,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,41.43527543,2.719115584,47.64489788,Stores,2000,24000,14,1,0
6451,Johnson,Patricia,F,Fort Nelson,Dairy Person,Dairy,Fort Nelson,Stores,41.52603952,4.0009431410000005,37.15471914,Stores,1000,12000,9,0,0
6452,Moore,Pamela,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,60.94252875,5.4265549570000005,176.4597996,Stores,2000,24000,4,3,0
6453,Ramirez,Cheryl,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,41.58430082,2.01845343,139.9971199,Stores,2000,24000,1,0,0
6454,Robbins,Carlos,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,36.70144186,6.0903893479999995,53.11958916,Stores,1000,12000,10,1,0
6455,Fish,Carrie,F,Richmond,Dairy Person,Dairy,Richmond,Stores,44.7155561,5.717898925,81.74815806,Stores,1000,12000,5,2,0
6456,Carrillo,Chris,M,New Westminister,Baker,Bakery,New Westminister,Stores,38.27295967,4.097044508,45.16723958,Stores,1500,18000,2,2,0
6457,Whitman,Peter,M,Chilliwack,Shelf Stocker,Processed Foods,Chilliwack,Stores,35.27084675,6.106751794,35.42670367,Stores,2000,24000,14,1,0
6458,Wilson,Jason,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,45.73906548,2.373004896,37.82702188,Stores,2000,24000,9,3,0
6459,Hambly,Georgia,F,Lac La Hache,Shelf Stocker,Processed Foods,Williams Lake,Stores,40.45395255,2.816904456,110.9040726,Stores,2000,24000,1,0,0
6460,Marks,Connie,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,42.51955432,5.213063238,60.86944668,Stores,2000,24000,14,3,0
6461,Tate,Mary,F,Giscome,Cashier,Customer Service,Prince George,Stores,45.32285382,7.708603195,95.21259577,Stores,1200,14400,1,3,0
6462,Alvarado,Sharron,F,Campbell River,Shelf Stocker,Processed Foods,Nanaimo,Stores,61.5491456,6.336281201,196.9692399,Stores,2000,24000,14,0,0
6463,McIntyre,James,M,Victoria,Baker,Bakery,Victoria,Stores,33.09213312,5.309081181,0.0,Stores,1500,18000,0,2,0
6464,Jones,Alice,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,55.13320236,3.2048563660000005,105.7001972,Stores,2000,24000,9,0,0
6465,Nunnally,William,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,56.45957121,4.126352814,105.3050816,Stores,1000,12000,6,2,0
6466,Anderson,Lisa,F,Lakeview Heights,Dairy Person,Dairy,Kelowna,Stores,20.71346735,2.939601763,0.0,Stores,1000,12000,11,2,0
6467,Haggard,Jeffrey,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,26.39309913,3.8747370180000003,0.0,Stores,2000,24000,14,2,0
6468,Heffington,Linda,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,34.99222906,5.776764105,2.968755747,Stores,2000,24000,12,2,0
6469,Welke,Bobby,M,Surrey,Dairy Person,Dairy,Surrey,Stores,28.91575674,3.610483663,0.0,Stores,1000,12000,12,2,0
6470,Hatch,Hazel,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,60.47297282,5.071849863,193.82617580000002,Stores,1000,12000,1,3,0
6471,Adams,Woodrow,M,Port Hardy,Shelf Stocker,Processed Foods,Nanaimo,Stores,49.2519107,4.898367802,77.17711133,Stores,2000,24000,1,2,0
6472,Steil,Orville,M,South Slocan,Dairy Person,Dairy,Trail,Stores,48.59124883,3.53879605,111.4718461,Stores,1000,12000,2,0,0
6473,Coppedge,Bertha,F,Summerland,Dairy Person,Dairy,Kelowna,Stores,41.451586999999996,2.7612325610000004,98.76011458,Stores,1000,12000,1,3,0
6474,Weaver,Margaret,F,White Rock,Cashier,Customer Service,White Rock,Stores,51.26834861,5.3492424739999995,152.4598831,Stores,1200,14400,12,1,0
6475,Hendricks,Sarita,F,Victoria,Baker,Bakery,Victoria,Stores,34.19133446,4.033259129,48.79011944,Stores,1500,18000,10,3,0
6476,Nance,Maria,F,Coquitlam,Shelf Stocker,Processed Foods,Nanaimo,Stores,38.78606459,4.282531977,36.36134156,Stores,2000,24000,10,2,0
6477,Jamison,Marilyn,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,48.10473607,5.343800366,87.60658801,Stores,1000,12000,5,0,0
6478,Beaumont,James,M,Flatrock,Baker,Bakery,Fort St John,Stores,34.17055715,4.791266166000001,41.43047366,Stores,1500,18000,0,2,0
